|  Performance Summary Over and Ensemble of Subsets  |
|               Key               |      Value       |
|---------------------------------+------------------+
|                    System Title |               NA |
|                     Decision ID |       Occurrence |
|                       TotTrials |            35843 |
|      IncludeBlocksWithNoTargets |                0 |
|                 TrialsPerSecond |                1 |
|                          TotDur |       35842.9925 |
|                            BETA |            999.9 |
|                           Value |                1 |
|                           Ptarg |           0.0001 |
|                            Cost |           0.1000 |


                      |        MetaData         |                                Occurrence                                |
                      |          Text           |  #Targ  |  #Corr  |   #FA   |  #Miss  |    TWV    |    PFA    |  PMISS   |
         KW202-00253  |                    lenu |       1 |       1 |     152 |       0 |   -3.2404 |   0.00424 |    0.000 |
         KW202-00254  |               simu yako |       6 |       5 |      28 |       1 |    0.0521 |   0.00078 |    0.167 |
         KW202-00255  |              anakuwanga |       2 |       2 |     102 |       0 |   -1.8456 |   0.00285 |    0.000 |
         KW202-00256  |                  atakaa |       1 |       1 |     228 |       0 |   -5.3606 |   0.00636 |    0.000 |
         KW202-00257  |                   mummy |      10 |       2 |     285 |       8 |   -7.7528 |   0.00795 |    0.800 |
         KW202-00258  |              ninaambiwa |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00259  |         people will run |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00260  |              nifanikiwe |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00261  |                  tatizo |       1 |       1 |      54 |       0 |   -0.5065 |   0.00151 |    0.000 |
         KW202-00262  |           inalia inalia |       1 |       1 |       2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00263  |                    huna |       6 |       6 |     303 |       0 |   -7.4541 |   0.00845 |    0.000 |
         KW202-00264  |               akina dan |       1 |       1 |      19 |       0 |    0.4699 |   0.00053 |    0.000 |
         KW202-00265  |              kidato cha |       5 |       4 |      21 |       1 |    0.2141 |   0.00059 |    0.200 |
         KW202-00266  |                meet him |       1 |       0 |       5 |       1 |   -0.1395 |   0.00014 |    1.000 |
         KW202-00267  |                unacheka |       4 |       4 |      89 |       0 |   -1.4831 |   0.00248 |    0.000 |
         KW202-00268  |               anatafuta |       1 |       1 |      97 |       0 |   -1.7061 |   0.00271 |    0.000 |
         KW202-00269  |           inaweza fanya |       1 |       0 |      24 |       1 |   -0.6695 |   0.00067 |    1.000 |
         KW202-00270  |             janet patly |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00271  |           akalia akalia |       1 |       1 |       1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00272  |   unanisikia unanisikia |       1 |       1 |       4 |       0 |    0.8884 |   0.00011 |    0.000 |
         KW202-00273  |                nitafute |       7 |       6 |     128 |       1 |   -2.7143 |   0.00357 |    0.143 |
         KW202-00274  |                  uwekwe |       1 |       1 |      33 |       0 |    0.0794 |   0.00092 |    0.000 |
         KW202-00275  |                 ukatoka |       1 |       1 |      38 |       0 |   -0.0601 |   0.00106 |    0.000 |
         KW202-00276  |                 la nane |       5 |       5 |      16 |       0 |    0.5536 |   0.00045 |    0.000 |
         KW202-00277  |               ungenunua |       1 |       1 |      37 |       0 |   -0.0322 |   0.00103 |    0.000 |
         KW202-00278  |             mnarudishwa |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00279  |                  school |       2 |       1 |     265 |       1 |   -6.8930 |   0.00739 |    0.500 |
         KW202-00280  |                   saida |       1 |       0 |      90 |       1 |   -2.5108 |   0.00251 |    1.000 |
         KW202-00281  |                anaelewa |       1 |       1 |      70 |       0 |   -0.9528 |   0.00195 |    0.000 |
         KW202-00282  |                  loreen |       1 |       1 |      41 |       0 |   -0.1438 |   0.00114 |    0.000 |
         KW202-00283  |             mmejipangia |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00284  |          i call it jina |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00285  |               nikiamini |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00286  |              nyinyi mko |       1 |       1 |      79 |       0 |   -1.2039 |   0.00220 |    0.000 |
         KW202-00287  |                 mnasema |       1 |       1 |     143 |       0 |   -2.9893 |   0.00399 |    0.000 |
         KW202-00288  |                kufupika |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00289  |                nahitaji |       1 |       1 |      78 |       0 |   -1.1760 |   0.00218 |    0.000 |
         KW202-00290  |            kiasi fulani |       1 |       1 |       3 |       0 |    0.9163 |   0.00008 |    0.000 |
         KW202-00291  |                 leakage |       1 |       0 |      48 |       1 |   -1.3391 |   0.00134 |    1.000 |
         KW202-00292  |           miradi ingine |       1 |       1 |       3 |       0 |    0.9163 |   0.00008 |    0.000 |
         KW202-00293  |               i want to |       1 |       0 |      37 |       1 |   -1.0322 |   0.00103 |    1.000 |
         KW202-00294  |                 unaishi |       2 |       2 |     107 |       0 |   -1.9851 |   0.00299 |    0.000 |
         KW202-00295  |               hujaficha |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00296  |   iliniambia iliniambia |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00297  |          walikaa saingu |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00298  |                hakukuwa |       2 |       2 |     201 |       0 |   -4.6075 |   0.00561 |    0.000 |
         KW202-00299  |              kumeendaje |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00300  |            naweza pitia |       1 |       1 |      24 |       0 |    0.3305 |   0.00067 |    0.000 |
         KW202-00301  |            zingine zote |       1 |       1 |       4 |       0 |    0.8884 |   0.00011 |    0.000 |
         KW202-00302  |                   mjini |       5 |       5 |     212 |       0 |   -4.9149 |   0.00592 |    0.000 |
         KW202-00303  |              ukinipigia |       1 |       1 |      34 |       0 |    0.0515 |   0.00095 |    0.000 |
         KW202-00304  |           huyu msichana |       1 |       1 |      25 |       0 |    0.3026 |   0.00070 |    0.000 |
         KW202-00305  |                 unasoma |       1 |       1 |     124 |       0 |   -2.4593 |   0.00346 |    0.000 |
         KW202-00306  |               mbio mbio |       1 |       1 |       5 |       0 |    0.8605 |   0.00014 |    0.000 |
         KW202-00307  |                 kiluhya |       1 |       1 |      47 |       0 |   -0.3112 |   0.00131 |    0.000 |
         KW202-00308  |                per acre |       1 |       0 |       1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00309  |              utaniletea |       2 |       2 |      49 |       0 |   -0.3670 |   0.00137 |    0.000 |
         KW202-00310  |               anitafute |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00311  |             bricto back |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00312  |               kuwapatia |       1 |       0 |      16 |       1 |   -0.4464 |   0.00045 |    1.000 |
         KW202-00313  |              wanatoanga |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00314  |             watoka bara |       1 |       1 |       1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00315  |                anaongea |       7 |       7 |      64 |       0 |   -0.7857 |   0.00179 |    0.000 |
         KW202-00316  |      ulikuwa unaniambia |       5 |       5 |      14 |       0 |    0.6094 |   0.00039 |    0.000 |
         KW202-00317  |                    tuma |       1 |       1 |     188 |       0 |   -4.2447 |   0.00525 |    0.000 |
         KW202-00318  |               nishatoka |       1 |       1 |      30 |       0 |    0.1631 |   0.00084 |    0.000 |
         KW202-00319  |             huwezi taka |       1 |       1 |      24 |       0 |    0.3305 |   0.00067 |    0.000 |
         KW202-00320  |            sina uhakika |       1 |       1 |       9 |       0 |    0.7489 |   0.00025 |    0.000 |
         KW202-00321  |               reluctant |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00322  |                 utarudi |       3 |       3 |      70 |       0 |   -0.9529 |   0.00195 |    0.000 |
         KW202-00323  |               this time |       3 |       2 |     113 |       1 |   -2.4859 |   0.00315 |    0.333 |
         KW202-00324  |                 kurudia |       1 |       0 |     112 |       1 |   -3.1245 |   0.00312 |    1.000 |
         KW202-00325  |           nakuomba cheo |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00326  |               yule mama |       2 |       1 |      35 |       1 |   -0.4764 |   0.00098 |    0.500 |
         KW202-00327  |        tuchukue another |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00328  |            last week on |       1 |       1 |       1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00329  |       man in one way or |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00330  |     ashakimbia ashafika |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00331  |               rain rain |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00332  |                unapotea |       1 |       1 |      29 |       0 |    0.1910 |   0.00081 |    0.000 |
         KW202-00333  |          kuendesha bike |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00334  |                fundisho |       1 |       1 |      24 |       0 |    0.3305 |   0.00067 |    0.000 |
         KW202-00335  |                nailipia |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00336  |             nitakutumia |       1 |       1 |      38 |       0 |   -0.0601 |   0.00106 |    0.000 |
         KW202-00337  |         walimie wapatie |         |         |         |         |           |           |          |
         KW202-00338  |                nielezee |       1 |       1 |      56 |       0 |   -0.5623 |   0.00156 |    0.000 |
         KW202-00339  |            jambo ambalo |       1 |       1 |       3 |       0 |    0.9163 |   0.00008 |    0.000 |
         KW202-00340  |                 meh meh |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00341  |         tunavaa tunavaa |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00342  |                   wasee |       3 |       3 |     235 |       0 |   -5.5563 |   0.00656 |    0.000 |
         KW202-00343  |                nilitoka |       6 |       5 |      93 |       1 |   -1.7615 |   0.00260 |    0.167 |
         KW202-00344  |     and i want to teach |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00345  |                 uchungu |       1 |       1 |      80 |       0 |   -1.2318 |   0.00223 |    0.000 |
         KW202-00346  |                   nunua |       1 |       1 |     181 |       0 |   -4.0494 |   0.00505 |    0.000 |
         KW202-00347  |               nimuulize |       1 |       1 |      39 |       0 |   -0.0880 |   0.00109 |    0.000 |
         KW202-00348  |        inakatika katika |       1 |       0 |       8 |       1 |   -0.2232 |   0.00022 |    1.000 |
         KW202-00349  |                ilishoot |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00350  |               kukuuliza |       5 |       5 |      67 |       0 |   -0.8693 |   0.00187 |    0.000 |
         KW202-00351  |                pewa cub |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00352  |                hatuwezi |      12 |      10 |      67 |       2 |   -1.0364 |   0.00187 |    0.167 |
         KW202-00353  |             randa randa |       1 |       1 |       0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00354  |           shilingi elfu |       3 |       3 |       2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00355  |                nitaweza |       2 |       2 |     133 |       0 |   -2.7105 |   0.00371 |    0.000 |
         KW202-00356  |                  kusota |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00357  |            saa hii niko |       5 |       5 |      39 |       0 |   -0.0881 |   0.00109 |    0.000 |
         KW202-00358  |                    liko |       1 |       0 |     316 |       1 |   -8.8156 |   0.00882 |    1.000 |
         KW202-00359  |               ulimpatia |       1 |       1 |      22 |       0 |    0.3863 |   0.00061 |    0.000 |
         KW202-00360  |         nasi uliniambia |       1 |       1 |       8 |       0 |    0.7768 |   0.00022 |    0.000 |
         KW202-00361  |        not act like you |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00362  |                 kusomea |       2 |       2 |      66 |       0 |   -0.8413 |   0.00184 |    0.000 |
         KW202-00363  |              usiniambie |       2 |       2 |      56 |       0 |   -0.5623 |   0.00156 |    0.000 |
         KW202-00364  |            mtaani nioge |       1 |       1 |       1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00365  |                 gharama |       6 |       5 |      60 |       1 |   -0.8407 |   0.00167 |    0.167 |
         KW202-00366  |               pale hivi |       1 |       1 |      21 |       0 |    0.4142 |   0.00059 |    0.000 |
         KW202-00367  |                has gone |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00368  |                kupeleka |       7 |       7 |      63 |       0 |   -0.7578 |   0.00176 |    0.000 |
         KW202-00369  |                  anatry |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00370  |             ananiitanga |       1 |       1 |      11 |       0 |    0.6931 |   0.00031 |    0.000 |
         KW202-00371  |          ambao wanaweza |       1 |       1 |      18 |       0 |    0.4978 |   0.00050 |    0.000 |
         KW202-00372  |                 sisikii |       7 |       5 |     234 |       2 |   -5.8148 |   0.00653 |    0.286 |
         KW202-00373  |               wiki moja |       2 |       2 |      18 |       0 |    0.4978 |   0.00050 |    0.000 |
         KW202-00374  |             ndugu zangu |       1 |       1 |      13 |       0 |    0.6373 |   0.00036 |    0.000 |
         KW202-00375  |              tunamaliza |       1 |       1 |      42 |       0 |   -0.1717 |   0.00117 |    0.000 |
         KW202-00376  |                wakirudi |       2 |       2 |      41 |       0 |   -0.1438 |   0.00114 |    0.000 |
         KW202-00377  |                  zikuje |       1 |       1 |      95 |       0 |   -1.6503 |   0.00265 |    0.000 |
         KW202-00378  |               wachezaji |       3 |       3 |      23 |       0 |    0.3583 |   0.00064 |    0.000 |
         KW202-00379  |              kutafutiwa |       1 |       0 |      33 |       1 |   -0.9206 |   0.00092 |    1.000 |
         KW202-00380  |                hatakuwa |       1 |       1 |     142 |       0 |   -2.9614 |   0.00396 |    0.000 |
         KW202-00381  |         wakakaa wakakaa |       1 |       1 |       0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00382  |                  online |       1 |       1 |     120 |       0 |   -2.3477 |   0.00335 |    0.000 |
         KW202-00383  |           napewa napewa |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00384  |                   bravo |       1 |       1 |     122 |       0 |   -2.4035 |   0.00340 |    0.000 |
         KW202-00385  |            sijakurekodi |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00386  |                 awatoke |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00387  |             haipatikani |       1 |       1 |      15 |       0 |    0.5815 |   0.00042 |    0.000 |
         KW202-00388  |                    text |       1 |       0 |     220 |       1 |   -6.1374 |   0.00614 |    1.000 |
         KW202-00389  |                nikipiga |       1 |       1 |      33 |       0 |    0.0794 |   0.00092 |    0.000 |
         KW202-00390  |                  nitume |       1 |       1 |      91 |       0 |   -1.5387 |   0.00254 |    0.000 |
         KW202-00391  |               elfu saba |       2 |       2 |      13 |       0 |    0.6373 |   0.00036 |    0.000 |
         KW202-00392  |               heri heri |       3 |       1 |      44 |       2 |   -0.8942 |   0.00123 |    0.667 |
         KW202-00393  |         tunaweza chukua |       1 |       1 |      12 |       0 |    0.6652 |   0.00033 |    0.000 |
         KW202-00394  |             jamie jamie |       2 |       1 |       0 |       1 |    0.5000 |   0.00000 |    0.500 |
         KW202-00395  |              ananiambia |      15 |      12 |      69 |       3 |   -1.1257 |   0.00193 |    0.200 |
         KW202-00396  |                 msururu |       1 |       1 |      53 |       0 |   -0.4786 |   0.00148 |    0.000 |
         KW202-00397  |                 utaanza |       2 |       2 |     108 |       0 |   -2.0130 |   0.00301 |    0.000 |
         KW202-00398  |                  kanusu |       1 |       1 |      37 |       0 |   -0.0322 |   0.00103 |    0.000 |
         KW202-00399  |              kumsalimia |       2 |       2 |      28 |       0 |    0.2188 |   0.00078 |    0.000 |
         KW202-00400  |           tukapata onyi |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00401  |                  nirudi |       2 |       2 |     165 |       0 |   -3.6032 |   0.00460 |    0.000 |
         KW202-00402  |          huwezi niambia |       3 |       3 |       2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00403  |                 because |       2 |       1 |     141 |       1 |   -3.4336 |   0.00393 |    0.500 |
         KW202-00404  |                   ugali |       6 |       3 |     190 |       3 |   -4.8013 |   0.00530 |    0.500 |
         KW202-00405  |                mvua jua |       1 |       1 |       7 |       0 |    0.8047 |   0.00020 |    0.000 |
         KW202-00406  |               watatuita |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00407  |             unipe unipe |         |         |         |         |           |           |          |
         KW202-00408  |           too late wali |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00409  |                    kile |      13 |       8 |     210 |       5 |   -5.2450 |   0.00586 |    0.385 |
         KW202-00410  |              that's why |       3 |       0 |      49 |       3 |   -1.3671 |   0.00137 |    1.000 |
         KW202-00411  |          sitawahi sahau |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00412  |                kujikimu |       1 |       1 |      26 |       0 |    0.2747 |   0.00073 |    0.000 |
         KW202-00413  |                watarudi |       1 |       1 |      36 |       0 |   -0.0043 |   0.00100 |    0.000 |
         KW202-00414  |         anatamani alete |       1 |       1 |       0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00415  |                  kuchat |       1 |       1 |      73 |       0 |   -1.0365 |   0.00204 |    0.000 |
         KW202-00416  |                    down |       2 |       1 |     225 |       1 |   -5.7771 |   0.00628 |    0.500 |
         KW202-00417  |             why am here |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00418  |          give me a call |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00419  |                 alianza |       2 |       2 |     100 |       0 |   -1.7898 |   0.00279 |    0.000 |
         KW202-00420  |              mko karibu |       1 |       1 |      21 |       0 |    0.4142 |   0.00059 |    0.000 |
         KW202-00421  |                   ndege |       9 |       8 |     152 |       1 |   -3.3525 |   0.00424 |    0.111 |
         KW202-00422  |              kurekodiwa |       1 |       1 |      11 |       0 |    0.6931 |   0.00031 |    0.000 |
         KW202-00423  |                  utakaa |       1 |       0 |     192 |       1 |   -5.3563 |   0.00536 |    1.000 |
         KW202-00424  |             katika kazi |       1 |       1 |      30 |       0 |    0.1631 |   0.00084 |    0.000 |
         KW202-00425  |               nimezeeka |       1 |       1 |      39 |       0 |   -0.0880 |   0.00109 |    0.000 |
         KW202-00426  |                tamutamu |       1 |       1 |       7 |       0 |    0.8047 |   0.00020 |    0.000 |
         KW202-00427  |         ashakuwa shosho |       1 |       1 |       1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00428  |              anitafutie |       1 |       0 |      46 |       1 |   -1.2833 |   0.00128 |    1.000 |
         KW202-00429  |               utachukua |       1 |       1 |      81 |       0 |   -1.2597 |   0.00226 |    0.000 |
         KW202-00430  |            sikuona guka |       1 |       1 |       1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00431  |                  nifike |       2 |       2 |     160 |       0 |   -3.4637 |   0.00446 |    0.000 |
         KW202-00432  |               emotional |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00433  |                wamekuja |       6 |       4 |      75 |       2 |   -1.4259 |   0.00209 |    0.333 |
         KW202-00434  |                wanaanza |       2 |       2 |      85 |       0 |   -1.3713 |   0.00237 |    0.000 |
         KW202-00435  |                    bara |       2 |       2 |     203 |       0 |   -4.6633 |   0.00566 |    0.000 |
         KW202-00436  |                   kofia |       1 |       1 |      54 |       0 |   -0.5065 |   0.00151 |    0.000 |
         KW202-00437  |             nakuulizaje |       2 |       2 |      32 |       0 |    0.1073 |   0.00089 |    0.000 |
         KW202-00438  |          tumeona mister |       1 |       1 |       0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00439  |                customer |       3 |       3 |      54 |       0 |   -0.5065 |   0.00151 |    0.000 |
         KW202-00440  |             nitakuuliza |       1 |       1 |      45 |       0 |   -0.2554 |   0.00126 |    0.000 |
         KW202-00441  |                   nyama |      11 |      10 |     117 |       1 |   -2.3558 |   0.00327 |    0.091 |
         KW202-00442  |              rael osala |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00443  |           daudi ilitoka |       1 |       1 |       0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00444  |           that's why am |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00445  |               hayo yote |       3 |       2 |      62 |       1 |   -1.0631 |   0.00173 |    0.333 |
         KW202-00446  |             head office |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00447  |                     max |       2 |       0 |       0 |       2 |    0.0000 |   0.00000 |    1.000 |
         KW202-00448  |             tunaendanga |       1 |       0 |      56 |       1 |   -1.5623 |   0.00156 |    1.000 |
         KW202-00449  |          ningali nasoma |       1 |       1 |       0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00450  |                nimwache |       1 |       0 |      52 |       1 |   -1.4507 |   0.00145 |    1.000 |
         KW202-00451  |                 kwanini |      12 |       9 |     204 |       3 |   -4.9428 |   0.00569 |    0.250 |
         KW202-00452  |                  amelia |       1 |       1 |     115 |       0 |   -2.2082 |   0.00321 |    0.000 |
         KW202-00453  |              nitangojea |       1 |       1 |      17 |       0 |    0.5257 |   0.00047 |    0.000 |
         KW202-00454  |               nilisahau |       1 |       1 |      73 |       0 |   -1.0365 |   0.00204 |    0.000 |
         KW202-00455  |             pesa nyingi |       1 |       1 |      22 |       0 |    0.3863 |   0.00061 |    0.000 |
         KW202-00456  |                  ununue |       2 |       2 |     145 |       0 |   -3.0452 |   0.00405 |    0.000 |
         KW202-00457  |        do you even care |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00458  |               unapigiwa |       1 |       1 |      48 |       0 |   -0.3391 |   0.00134 |    0.000 |
         KW202-00459  |            lisaa limoja |       1 |       1 |       1 |       0 |    0.9721 |   0.00003 |    0.000 |
         KW202-00460  |           elfu mia sita |         |         |         |         |           |           |          |
         KW202-00461  |              atanifanya |       1 |       1 |      39 |       0 |   -0.0880 |   0.00109 |    0.000 |
         KW202-00462  |              alikuwanga |       1 |       1 |     120 |       0 |   -2.3477 |   0.00335 |    0.000 |
         KW202-00463  |              ilikufanya |       1 |       1 |      22 |       0 |    0.3863 |   0.00061 |    0.000 |
         KW202-00464  |                  nafika |       1 |       1 |     148 |       0 |   -3.1288 |   0.00413 |    0.000 |
         KW202-00465  |                   urudi |       2 |       2 |     163 |       0 |   -3.5474 |   0.00455 |    0.000 |
         KW202-00466  |                aliwacha |       1 |       1 |      87 |       0 |   -1.4271 |   0.00243 |    0.000 |
         KW202-00467  |               elfu kumi |       2 |       2 |      29 |       0 |    0.1910 |   0.00081 |    0.000 |
         KW202-00468  |           tupange tuone |       1 |       1 |      10 |       0 |    0.7210 |   0.00028 |    0.000 |
         KW202-00469  |               nikuletee |       3 |       3 |      63 |       0 |   -0.7576 |   0.00176 |    0.000 |
         KW202-00470  |                register |       1 |       1 |      67 |       0 |   -0.8691 |   0.00187 |    0.000 |
         KW202-00471  |                   nijue |       6 |       6 |     188 |       0 |   -4.2455 |   0.00525 |    0.000 |
         KW202-00472  |                  victor |       1 |       1 |     191 |       0 |   -4.3284 |   0.00533 |    0.000 |
         KW202-00473  |             hawezi kosa |       1 |       1 |      11 |       0 |    0.6931 |   0.00031 |    0.000 |
         KW202-00474  |          mshumaa yapata |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00475  |                  unatoa |       1 |       1 |     135 |       0 |   -2.7662 |   0.00377 |    0.000 |
         KW202-00476  |               haijafika |       1 |       1 |      33 |       0 |    0.0794 |   0.00092 |    0.000 |
         KW202-00477  |                   mnagu |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00478  |           kae tukae kae |       1 |       0 |       1 |       1 |   -0.0279 |   0.00003 |    1.000 |
         KW202-00479  |                anaogopa |       2 |       1 |      23 |       1 |   -0.1417 |   0.00064 |    0.500 |
         KW202-00480  |             wacha tuone |       2 |       1 |      34 |       1 |   -0.4485 |   0.00095 |    0.500 |
         KW202-00481  |              hangesikia |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00482  |            ulizungumzia |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00483  |                  fasihi |       1 |       1 |      34 |       0 |    0.0515 |   0.00095 |    0.000 |
         KW202-00484  |             pat pat pat |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00485  |                ukae nje |       1 |       1 |      49 |       0 |   -0.3670 |   0.00137 |    0.000 |
         KW202-00486  |           kenye unasema |       1 |       0 |      16 |       1 |   -0.4464 |   0.00045 |    1.000 |
         KW202-00487  |             kahawa west |       1 |       1 |       0 |       0 |    1.0000 |   0.00000 |    0.000 |
         KW202-00488  |               nimeongea |       2 |       2 |     109 |       0 |   -2.0409 |   0.00304 |    0.000 |
         KW202-00489  |         is it that when |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00490  |            utanikopesha |       1 |       1 |       2 |       0 |    0.9442 |   0.00006 |    0.000 |
         KW202-00491  |           yule msichana |       7 |       6 |      12 |       1 |    0.5223 |   0.00033 |    0.143 |
         KW202-00492  |               lile wino |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00493  |         ulikuwa umesema |       2 |       2 |      20 |       0 |    0.4420 |   0.00056 |    0.000 |
         KW202-00494  |                    lucy |       4 |       1 |     306 |       3 |   -8.2873 |   0.00854 |    0.750 |
         KW202-00495  |             wacha nione |       1 |       1 |      25 |       0 |    0.3026 |   0.00070 |    0.000 |
         KW202-00496  |               pale pale |       1 |       1 |      28 |       0 |    0.2189 |   0.00078 |    0.000 |
         KW202-00497  |                  ijumaa |      10 |       8 |      75 |       2 |   -1.2928 |   0.00209 |    0.200 |
         KW202-00498  |              hatamrudia |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00499  |      ilikufanya ukanona |       1 |       0 |       0 |       1 |    0.0000 |   0.00000 |    1.000 |
         KW202-00500  |               kazi yako |       7 |       7 |      48 |       0 |   -0.3393 |   0.00134 |    0.000 |
Summary  Totals       |                         |     963 |     736 |   23474 |     227 |           |           |          |
         Means        |                         |       2 |       2 |      48 |       0 |           |   0.00134 |    0.333 |
         TWV          |                         |         |         |         |         |   -0.6748 |           |          |
